likes,talking_about_count,created_at
22258496,91868,2013-10-13 00:01:29 +0000
22262843,91868,2013-10-14 00:01:32 +0000
22268214,79291,2013-10-15 00:01:22 +0000
22274469,71536,2013-10-16 00:01:22 +0000
22279113,73929,2013-10-17 00:01:02 +0000
22283397,85953,2013-10-18 00:01:23 +0000
22288206,85953,2013-10-19 00:01:07 +0000
22293577,113973,2013-10-20 00:00:59 +0000
22298796,118741,2013-10-21 00:01:06 +0000
22302607,121345,2013-10-22 00:01:54 +0000
22305891,132290,2013-10-23 00:01:17 +0000
22309298,132290,2013-10-24 00:01:05 +0000
22315878,130555,2013-10-25 00:01:42 +0000
22321406,129879,2013-10-26 00:01:29 +0000
